Season,Name,Team,BABIP,PA,GB,LD,FB,IFFB,GB/FB,HR/FB,O-Swing (pfx),Z-Swing (pfx),Swing (pfx),O-Contact (pfx),Z-Contact (pfx),Contact (pfx),Zone (pfx),playerid
2008,Brandon Phillips,Reds,.277,609,49.8 ,16.4 ,33.8 ,9.4 ,1.47,13.2 ,34.0 ,73.6 ,52.7 ,57.3 ,88.9 ,78.1 ,47.1 ,791
2010,Shelley Duncan,Indians,.294,259,28.6 ,15.6 ,55.8 ,15.1 ,0.51,12.8 ,30.2 ,64.2 ,46.8 ,55.1 ,82.1 ,73.1 ,48.6 ,3620
2003,Fred McGriff,Dodgers,.280,329,39.4 ,26.0 ,34.6 ,13.8 ,1.14,16.3 , , , , , , , ,293
2002,Benito Santiago,Giants,.295,517,47.4 ,21.2 ,31.4 ,8.5 ,1.51,12.4 , , , , , , , ,1130
2005,Mark Grudzielanek,Cardinals,.333,563,47.1 ,24.6 ,28.3 ,8.7 ,1.66,6.3 , , , , , , , ,653
2006,Damion Easley,Diamondbacks,.230,220,45.3 ,14.9 ,39.8 ,21.9 ,1.14,14.1 , , , , , , , ,464
2006,Marcus Giles,Braves,.304,626,42.2 ,21.8 ,36.0 ,3.1 ,1.18,6.9 , , , , , , , ,89
2005,Craig Counsell,Diamondbacks,.276,670,48.7 ,20.7 ,30.6 ,11.7 ,1.59,5.8 , , , , , , , ,52
2008,Willy Aybar,Rays,.266,362,39.9 ,20.5 ,39.6 ,13.6 ,1.01,9.1 ,22.8 ,60.5 ,41.7 ,78.6 ,92.5 ,88.7 ,50.2 ,2192
2006,Brandon Phillips,Reds,.300,587,46.1 ,19.2 ,34.7 ,5.8 ,1.33,11.0 , , , , , , , ,791
2005,Corey Koskie,Blue Jays,.302,404,45.1 ,19.5 ,35.3 ,12.8 ,1.28,11.7 , , , , , , , ,738
2005,Joe Crede,White Sox,.250,471,35.6 ,19.0 ,45.4 ,24.0 ,0.78,13.2 , , , , , , , ,227
2002,Mark Grace,Diamondbacks,.258,348,42.8 ,23.6 ,33.6 ,8.8 ,1.27,7.7 , , , , , , , ,56
2012,Chris Iannetta,Angels,.288,253,43.8 ,20.4 ,35.8 ,15.5 ,1.22,15.5 ,18.6 ,69.1 ,44.6 ,42.4 ,81.9 ,74.0 ,51.6 ,8267
2008,Lastings Milledge,Nationals,.300,587,45.3 ,20.1 ,34.6 ,14.4 ,1.31,9.6 ,33.4 ,64.9 ,49.0 ,66.2 ,86.1 ,79.3 ,49.6 ,6441
2002,Dave Roberts,Dodgers,.309,479,53.1 ,19.1 ,27.8 ,18.3 ,1.91,3.2 , , , , , , , ,670
2008,Delmon Young,Twins,.338,623,55.2 ,17.1 ,27.8 ,1.5 ,1.98,7.6 ,41.1 ,77.0 ,57.4 ,63.5 ,85.3 ,76.8 ,45.5 ,2140
2004,Brad Fullmer,Rangers,.224,290,47.4 ,13.9 ,38.7 ,15.7 ,1.22,12.4 , , , , , , , ,13
2012,Starlin Castro,Cubs,.315,691,47.5 ,20.5 ,32.0 ,9.1 ,1.48,8.0 ,34.7 ,64.3 ,49.2 ,66.4 ,92.4 ,83.0 ,49.0 ,4579
2003,Ruben Sierra,- - -,.292,336,44.7 ,25.6 ,29.8 ,12.8 ,1.50,11.5 , , , , , , , ,1099
2005,Kelly Johnson,Braves,.295,334,44.2 ,25.6 ,30.2 ,15.4 ,1.46,13.8 , , , , , , , ,2234
2003,Eric Munson,Tigers,.237,357,41.9 ,18.2 ,39.9 ,7.8 ,1.05,17.5 , , , , , , , ,481
2009,Elijah Dukes,Nationals,.291,416,43.6 ,16.2 ,40.2 ,9.4 ,1.09,6.8 ,27.3 ,74.7 ,49.8 ,45.9 ,86.3 ,74.6 ,47.4 ,4946
2008,Nick Punto,Twins,.335,377,44.7 ,20.5 ,34.8 ,22.1 ,1.28,2.1 ,25.0 ,53.4 ,40.2 ,83.6 ,94.1 ,91.1 ,53.6 ,1429
2004,Morgan Ensberg,Astros,.287,456,45.1 ,20.4 ,34.5 ,10.2 ,1.31,7.9 , , , , , , , ,556
2007,Kurt Suzuki,Athletics,.267,248,39.2 ,15.9 ,44.9 ,6.3 ,0.87,8.9 ,25.3 ,61.3 ,43.2 ,69.2 ,89.6 ,83.6 ,49.7 ,8259
2004,Jason Giambi,Yankees,.223,322,40.0 ,9.8 ,50.2 ,8.7 ,0.80,11.7 , , , , , , , ,818
2005,Adam Kennedy,Angels,.348,460,40.1 ,24.8 ,35.2 ,6.6 ,1.14,1.6 , , , , , , , ,19
2005,Carlos Beltran,Mets,.292,650,43.8 ,19.2 ,37.0 ,14.4 ,1.18,8.8 , , , , , , , ,589
2008,Casey Kotchman,- - -,.272,573,52.7 ,17.8 ,29.5 ,13.2 ,1.78,9.7 ,29.3 ,67.9 ,47.9 ,77.9 ,96.1 ,90.3 ,48.2 ,1930
2009,Aaron Rowand,Giants,.318,546,45.1 ,16.0 ,38.9 ,13.0 ,1.16,10.3 ,35.4 ,65.7 ,50.7 ,53.2 ,85.8 ,74.5 ,50.5 ,254
2002,Placido Polanco,- - -,.299,595,50.7 ,23.3 ,26.0 ,10.9 ,1.95,7.0 , , , , , , , ,1176
2007,David DeJesus,Royals,.289,703,45.6 ,18.7 ,35.7 ,9.2 ,1.28,3.8 ,25.0 ,56.2 ,41.0 ,82.1 ,95.5 ,91.5 ,51.1 ,1825
2005,Freddy Sanchez,Pirates,.306,492,43.6 ,24.5 ,31.9 ,7.5 ,1.37,3.8 , , , , , , , ,1624
2011,J.D. Martinez,Astros,.325,226,36.8 ,27.6 ,35.6 ,5.2 ,1.03,10.3 ,33.6 ,70.4 ,51.2 ,49.7 ,85.8 ,73.5 ,48.0 ,6184
2008,Jacoby Ellsbury,Red Sox,.312,609,51.7 ,20.3 ,27.9 ,17.8 ,1.85,7.0 ,27.8 ,57.1 ,42.9 ,78.5 ,94.5 ,89.5 ,51.6 ,4727
2004,Julio Lugo,Devil Rays,.321,655,49.7 ,17.8 ,32.5 ,7.8 ,1.53,4.6 , , , , , , , ,565
2010,Yorvit Torrealba,Padres,.321,363,54.9 ,20.0 ,25.1 ,12.5 ,2.19,10.9 ,26.2 ,61.4 ,43.4 ,58.1 ,87.0 ,78.1 ,48.9 ,1135
2004,Jody Gerut,Indians,.266,548,45.7 ,16.6 ,37.7 ,15.7 ,1.21,6.9 , , , , , , , ,1696
2004,Terrence Long,Padres,.343,313,47.9 ,18.6 ,33.5 ,7.4 ,1.43,3.7 , , , , , , , ,927
2006,Aaron Rowand,Phillies,.295,445,44.2 ,22.0 ,33.8 ,10.8 ,1.31,10.8 , , , , , , , ,254
2007,Eric Chavez,Athletics,.264,379,36.4 ,17.1 ,46.5 ,24.0 ,0.78,12.0 ,33.2 ,65.3 ,48.6 ,70.5 ,83.2 ,78.7 ,47.9 ,906
2002,Andres Galarraga,Expos,.327,334,45.8 ,22.9 ,31.3 ,11.9 ,1.46,13.4 , , , , , , , ,1390
2004,Josh Phelps,- - -,.290,401,53.0 ,19.4 ,27.6 ,9.1 ,1.92,22.1 , , , , , , , ,1318
2006,Aaron Hill,Blue Jays,.319,606,46.2 ,19.2 ,34.6 ,6.5 ,1.33,3.6 , , , , , , , ,6104
2003,Jason LaRue,Reds,.277,437,41.1 ,18.5 ,40.4 ,11.0 ,1.02,14.7 , , , , , , , ,337
2004,Frank Catalanotto,Blue Jays,.330,274,44.7 ,27.4 ,27.9 ,9.8 ,1.61,1.6 , , , , , , , ,1241
2002,Daryle Ward,Astros,.311,491,35.7 ,24.8 ,39.5 ,19.6 ,0.91,8.1 , , , , , , , ,579
2012,Yonder Alonso,Padres,.318,619,45.0 ,23.7 ,31.3 ,2.8 ,1.44,6.4 ,24.3 ,73.5 ,47.4 ,56.8 ,90.0 ,80.9 ,46.9 ,2530
2012,B.J. Upton,Rays,.294,633,40.3 ,18.6 ,41.1 ,10.1 ,0.98,16.7 ,30.2 ,73.0 ,51.4 ,50.7 ,79.0 ,70.6 ,49.6 ,5015
2012,Hunter Pence,- - -,.290,688,51.1 ,17.0 ,31.9 ,7.9 ,1.60,15.8 ,31.1 ,66.0 ,46.9 ,56.7 ,81.3 ,72.3 ,45.2 ,8252
2012,Michael Brantley,Indians,.310,609,48.7 ,22.5 ,28.8 ,5.6 ,1.69,4.2 ,21.7 ,57.1 ,39.7 ,79.6 ,96.5 ,92.0 ,51.0 ,4106
2006,Orlando Cabrera,Angels,.294,675,39.4 ,17.2 ,43.5 ,13.2 ,0.91,3.7 , , , , , , , ,766
2002,Michael Barrett,Expos,.286,428,50.5 ,20.0 ,29.5 ,7.5 ,1.71,12.9 , , , , , , , ,762
2005,Michael Morse,Mariners,.341,258,44.8 ,25.4 ,29.8 ,5.6 ,1.50,5.6 , , , , , , , ,3035
2009,Edwin Encarnacion,- - -,.245,338,36.7 ,17.5 ,45.9 ,10.5 ,0.80,12.4 ,25.3 ,61.3 ,42.7 ,69.0 ,88.0 ,82.2 ,48.2 ,2151
2010,Cody Ross,- - -,.324,569,45.6 ,20.7 ,33.7 ,9.5 ,1.35,10.2 ,30.9 ,60.7 ,46.0 ,65.6 ,84.2 ,78.0 ,50.8 ,1760
2006,Juan Encarnacion,Cardinals,.297,598,45.5 ,20.0 ,34.5 ,17.7 ,1.32,11.6 , , , , , , , ,320
2005,Aaron Hill,Blue Jays,.299,407,41.0 ,23.1 ,35.8 ,7.8 ,1.15,2.6 , , , , , , , ,6104
2003,Eric Young,- - -,.249,541,42.8 ,21.6 ,35.6 ,16.7 ,1.20,10.0 , , , , , , , ,716
2007,Rob Mackowiak,- - -,.326,329,54.5 ,18.5 ,27.0 ,8.3 ,2.02,10.0 ,37.1 ,69.1 ,53.1 ,58.8 ,80.9 ,73.1 ,49.8 ,995
2008,Kurt Suzuki,Athletics,.310,588,45.2 ,18.9 ,35.9 ,8.5 ,1.26,4.2 ,23.3 ,56.8 ,40.6 ,71.7 ,93.1 ,87.2 ,51.8 ,8259
2012,Jimmy Rollins,Phillies,.262,699,39.4 ,19.0 ,41.6 ,19.0 ,0.95,10.4 ,24.7 ,55.6 ,39.9 ,72.0 ,93.5 ,86.7 ,49.2 ,971
2005,Cory Sullivan,Rockies,.361,424,43.6 ,32.3 ,24.1 ,2.9 ,1.81,5.9 , , , , , , , ,1940
2005,Aaron Rowand,White Sox,.316,640,51.2 ,20.9 ,27.9 ,14.1 ,1.84,10.2 , , , , , , , ,254
2002,Jared Sandberg,Devil Rays,.315,401,44.8 ,18.6 ,36.7 ,22.2 ,1.22,22.2 , , , , , , , ,1224
2008,Brian Buscher,Twins,.335,245,33.3 ,27.9 ,38.8 ,9.9 ,0.86,5.6 ,22.6 ,64.0 ,44.8 ,52.5 ,90.2 ,81.5 ,53.8 ,6234
2005,Rickie Weeks,Brewers,.290,414,48.7 ,20.5 ,30.8 ,11.1 ,1.58,16.0 , , , , , , , ,1849
2006,Corey Patterson,Orioles,.316,499,38.9 ,21.1 ,40.1 ,17.8 ,0.97,11.9 , , , , , , , ,300
2012,Elvis Andrus,Rangers,.332,711,57.1 ,21.9 ,21.0 ,5.5 ,2.72,2.8 ,21.5 ,53.5 ,38.5 ,72.1 ,93.4 ,87.8 ,53.2 ,8709
2002,Richard Hidalgo,Astros,.262,439,32.5 ,20.7 ,46.9 ,10.5 ,0.69,10.5 , , , , , , , ,561
2012,Reed Johnson,- - -,.366,288,56.7 ,23.9 ,19.4 ,7.7 ,2.92,7.7 ,40.4 ,61.6 ,51.5 ,68.1 ,81.9 ,76.7 ,52.2 ,1702
2002,Lou Merloni,Red Sox,.282,222,36.9 ,21.9 ,41.3 ,18.2 ,0.89,6.1 , , , , , , , ,201
2010,Placido Polanco,Phillies,.312,602,45.1 ,20.2 ,34.6 ,6.2 ,1.30,3.4 ,28.7 ,59.1 ,45.1 ,79.6 ,96.3 ,91.4 ,54.0 ,1176
2004,Jacque Jones,Twins,.282,608,55.7 ,14.2 ,30.2 ,7.7 ,1.85,18.5 , , , , , , , ,735
2006,Nick Punto,Twins,.332,524,46.3 ,23.6 ,30.1 ,7.8 ,1.54,0.9 , , , , , , , ,1429
2010,Aramis Ramirez,Cubs,.245,507,27.4 ,15.8 ,56.8 ,12.0 ,0.48,11.6 ,32.2 ,72.1 ,51.8 ,68.1 ,85.0 ,79.7 ,49.0 ,1002
2008,Gary Sheffield,Tigers,.237,482,42.9 ,14.3 ,42.9 ,16.7 ,1.00,13.2 ,23.8 ,55.4 ,39.6 ,71.2 ,87.7 ,82.8 ,50.1 ,114
2006,David Bell,- - -,.292,566,44.2 ,23.4 ,32.4 ,16.1 ,1.36,7.0 , , , , , , , ,1108
2002,Jeffrey Hammonds,Brewers,.294,510,39.4 ,20.9 ,39.7 ,11.0 ,0.99,6.2 , , , , , , , ,687
2010,Scott Podsednik,- - -,.338,595,50.3 ,18.7 ,31.0 ,5.1 ,1.62,4.3 ,24.3 ,49.4 ,37.9 ,78.8 ,94.9 ,90.2 ,54.1 ,1095
2003,Rich Aurilia,Giants,.308,545,37.0 ,23.9 ,39.1 ,16.5 ,0.95,7.9 , , , , , , , ,1106
2010,Brennan Boesch,Tigers,.297,512,45.1 ,15.2 ,39.7 ,16.4 ,1.14,9.6 ,40.8 ,75.4 ,55.6 ,65.4 ,87.6 ,78.3 ,42.8 ,914
2003,Mark Kotsay,Padres,.307,541,45.7 ,25.1 ,29.1 ,4.3 ,1.57,6.0 , , , , , , , ,1042
2011,Alexei Ramirez,White Sox,.288,684,45.5 ,19.3 ,35.2 ,15.6 ,1.29,8.1 ,32.0 ,63.1 ,47.1 ,71.9 ,92.0 ,85.0 ,48.6 ,5133
2011,Domonic Brown,Phillies,.276,210,46.7 ,18.0 ,35.3 ,11.3 ,1.32,9.4 ,27.3 ,65.0 ,43.8 ,73.3 ,88.1 ,82.9 ,43.8 ,3154
2003,Mike Bordick,Blue Jays,.319,379,40.6 ,24.0 ,35.3 ,13.0 ,1.15,5.0 , , , , , , , ,129
2005,Jay Payton,- - -,.263,435,40.4 ,20.3 ,39.3 ,14.0 ,1.03,12.6 , , , , , , , ,890
2006,Omar Infante,Tigers,.328,245,38.4 ,18.6 ,42.9 ,9.2 ,0.89,5.3 , , , , , , , ,1609
2007,John Buck,Royals,.243,399,42.5 ,13.4 ,44.1 ,11.3 ,0.97,15.7 ,32.9 ,72.5 ,51.6 ,57.0 ,77.7 ,70.8 ,47.2 ,2041
2005,Lance Niekro,Giants,.266,302,40.0 ,16.5 ,43.5 ,15.0 ,0.92,12.0 , , , , , , , ,1832
2010,Jose Guillen,- - -,.291,577,44.6 ,16.5 ,38.8 ,10.5 ,1.15,11.7 ,33.9 ,62.7 ,48.3 ,65.3 ,86.8 ,79.2 ,49.8 ,57
2011,Bobby Abreu,Angels,.310,585,47.3 ,21.0 ,31.7 ,4.8 ,1.49,6.5 ,17.2 ,49.7 ,33.7 ,57.2 ,89.7 ,81.6 ,50.8 ,945
2009,Freddy Sanchez,- - -,.336,489,45.2 ,23.8 ,31.1 ,4.2 ,1.45,5.9 ,37.0 ,60.9 ,49.5 ,77.2 ,89.1 ,84.9 ,52.4 ,1624
2005,Casey Blake,Indians,.265,583,37.0 ,20.9 ,42.1 ,11.6 ,0.88,13.3 , , , , , , , ,719
2012,Erick Aybar,Angels,.316,554,52.1 ,18.5 ,29.3 ,18.4 ,1.78,6.4 ,38.0 ,63.7 ,50.8 ,82.0 ,95.1 ,90.2 ,49.9 ,4082
2006,Jay Payton,Athletics,.310,588,44.7 ,21.7 ,33.7 ,14.0 ,1.33,5.8 , , , , , , , ,890
2010,Paul Janish,Reds,.283,228,29.6 ,18.9 ,51.5 ,16.1 ,0.57,5.7 ,23.9 ,60.7 ,43.3 ,73.4 ,92.5 ,87.5 ,52.8 ,7412
2007,Khalil Greene,Padres,.274,659,35.0 ,17.8 ,47.2 ,8.6 ,0.74,11.6 ,32.7 ,65.6 ,49.5 ,57.0 ,83.3 ,74.8 ,51.1 ,1826
2007,Bill Hall,Brewers,.319,503,35.6 ,23.1 ,41.3 ,11.0 ,0.86,10.3 ,30.6 ,62.9 ,48.1 ,41.2 ,83.0 ,70.8 ,54.1 ,1605
2012,Dayan Viciedo,White Sox,.286,543,46.5 ,22.1 ,31.4 ,16.4 ,1.48,20.5 ,38.9 ,63.7 ,50.4 ,66.2 ,81.8 ,75.4 ,46.3 ,3917
2005,Jacque Jones,Twins,.279,585,58.8 ,14.9 ,26.3 ,4.7 ,2.24,21.7 , , , , , , , ,735
2002,Paul Lo Duca,Dodgers,.282,632,44.3 ,23.2 ,32.5 ,11.8 ,1.37,5.6 , , , , , , , ,662
2006,Jason Kendall,Athletics,.323,626,50.2 ,23.9 ,25.9 ,7.7 ,1.94,0.8 , , , , , , , ,993
2010,Marco Scutaro,Red Sox,.295,695,40.8 ,17.3 ,41.9 ,10.6 ,0.97,4.7 ,17.0 ,51.3 ,36.8 ,86.6 ,96.9 ,94.9 ,57.7 ,1555
2007,Gary Matthews Jr.,Angels,.279,579,50.8 ,12.9 ,36.3 ,6.6 ,1.40,11.8 ,29.6 ,65.3 ,44.8 ,68.9 ,86.5 ,79.8 ,42.4 ,153
2011,Ryan Hanigan,Reds,.285,304,48.3 ,21.6 ,30.2 ,8.6 ,1.60,8.6 ,19.7 ,55.1 ,38.7 ,80.2 ,97.1 ,93.1 ,53.7 ,4952
2010,Casey Blake,Dodgers,.305,571,42.8 ,20.3 ,36.9 ,11.6 ,1.16,12.3 ,26.1 ,54.1 ,40.9 ,62.4 ,87.8 ,80.2 ,53.2 ,719
2011,Cody Ross,Giants,.279,461,34.0 ,17.6 ,48.4 ,12.6 ,0.70,9.3 ,25.5 ,56.7 ,41.3 ,66.4 ,87.2 ,80.9 ,50.8 ,1760
2007,Jacque Jones,Cubs,.325,495,57.8 ,19.0 ,23.2 ,10.1 ,2.49,5.6 ,36.8 ,68.3 ,50.4 ,64.3 ,87.8 ,78.1 ,43.3 ,735
2009,Mark Teahen,Royals,.332,571,50.9 ,19.7 ,29.4 ,9.3 ,1.73,10.2 ,36.2 ,65.6 ,50.2 ,65.1 ,83.9 ,76.8 ,47.6 ,4511
2012,Rickie Weeks,Brewers,.285,677,45.1 ,16.9 ,38.0 ,10.6 ,1.19,13.1 ,18.5 ,61.3 ,40.0 ,45.1 ,84.0 ,75.1 ,50.3 ,1849
2009,Stephen Drew,Diamondbacks,.288,595,38.9 ,18.9 ,42.2 ,7.9 ,0.92,6.3 ,23.8 ,62.3 ,43.9 ,64.8 ,92.5 ,85.3 ,52.4 ,4251
2012,Kyle Seager,Mariners,.286,651,35.9 ,21.9 ,42.3 ,6.8 ,0.85,9.8 ,27.9 ,66.3 ,47.4 ,62.2 ,90.6 ,82.4 ,50.7 ,9785
2003,Rocco Baldelli,Devil Rays,.343,684,50.6 ,19.2 ,30.2 ,13.8 ,1.68,7.2 , , , , , , , ,1656
2003,Gabe Kapler,- - -,.317,248,48.4 ,20.1 ,31.5 ,19.0 ,1.53,6.9 , , , , , , , ,1256
2004,Bret Boone,Mariners,.285,658,49.3 ,13.7 ,37.0 ,10.0 ,1.34,14.1 , , , , , , , ,1067
2010,Alex Gonzalez,- - -,.275,640,32.5 ,18.5 ,49.0 ,14.9 ,0.66,9.8 ,38.1 ,66.2 ,52.2 ,59.1 ,89.3 ,78.4 ,50.4 ,520
2008,Mark Kotsay,- - -,.298,436,41.7 ,22.1 ,36.1 ,4.7 ,1.16,4.7 ,31.1 ,69.3 ,50.0 ,70.2 ,91.8 ,85.0 ,49.6 ,1042
2007,Ben Broussard,Mariners,.317,264,42.5 ,19.7 ,37.8 ,6.8 ,1.12,9.6 ,31.5 ,66.9 ,48.8 ,58.0 ,86.7 ,77.2 ,48.8 ,312
2003,Brady Clark,Brewers,.290,356,43.9 ,18.7 ,37.4 ,18.3 ,1.17,5.8 , , , , , , , ,1398
2011,Jack Hannahan,Indians,.308,366,51.7 ,16.1 ,32.2 ,9.0 ,1.60,10.3 ,25.9 ,55.5 ,40.9 ,62.5 ,88.2 ,80.2 ,50.8 ,3692
2005,Brian McCann,Braves,.300,204,41.9 ,23.2 ,34.8 ,11.1 ,1.20,9.3 , , , , , , , ,4810
2010,Ryan Sweeney,Athletics,.333,331,51.7 ,20.4 ,27.9 ,9.5 ,1.85,1.4 ,27.4 ,58.6 ,42.9 ,84.4 ,94.5 ,91.3 ,49.7 ,6352
2005,Edwin Encarnacion,Reds,.282,234,39.1 ,25.2 ,35.8 ,20.4 ,1.09,16.7 , , , , , , , ,2151
2009,Josh Hamilton,Rangers,.319,365,36.4 ,21.8 ,41.8 ,2.8 ,0.87,9.2 ,37.6 ,79.7 ,56.6 ,59.0 ,79.5 ,72.0 ,45.0 ,1875
2011,Brett Gardner,Yankees,.303,588,52.3 ,19.4 ,28.3 ,19.6 ,1.85,6.3 ,18.6 ,48.1 ,34.9 ,82.0 ,94.3 ,91.4 ,55.2 ,9927
2005,Dallas McPherson,Angels,.316,220,35.7 ,21.4 ,42.9 ,3.3 ,0.83,13.3 , , , , , , , ,2194
2004,Danny Bautista,Diamondbacks,.308,582,53.8 ,19.6 ,26.6 ,15.9 ,2.02,8.7 , , , , , , , ,47
2005,Jim Thome,Phillies,.256,242,44.9 ,18.4 ,36.8 ,18.0 ,1.22,14.0 , , , , , , , ,409
2002,Raul Mondesi,- - -,.239,637,41.4 ,16.4 ,42.2 ,17.2 ,0.98,13.1 , , , , , , , ,1314
2005,Carl Everett,White Sox,.265,547,42.6 ,17.5 ,39.9 ,13.1 ,1.07,14.4 , , , , , , , ,1249
2011,Joe Mauer,Twins,.319,333,55.4 ,23.1 ,21.5 ,0.0 ,2.57,5.4 ,22.5 ,49.0 ,35.6 ,74.8 ,93.0 ,87.1 ,49.2 ,1857
2009,Placido Polanco,Tigers,.293,676,43.2 ,19.9 ,36.9 ,7.6 ,1.17,4.7 ,25.9 ,57.6 ,43.2 ,83.8 ,97.3 ,93.6 ,54.5 ,1176
2008,Troy Tulowitzki,Rockies,.289,421,42.2 ,20.5 ,37.3 ,11.7 ,1.13,6.7 ,27.8 ,59.2 ,43.8 ,73.4 ,90.2 ,85.0 ,50.9 ,3531
2012,Michael Saunders,Mariners,.297,553,45.2 ,20.2 ,34.6 ,11.0 ,1.31,15.0 ,29.8 ,68.8 ,48.3 ,52.5 ,87.9 ,76.4 ,47.5 ,9981
2007,Morgan Ensberg,- - -,.259,324,34.7 ,20.4 ,44.9 ,15.5 ,0.77,12.4 ,15.5 ,68.3 ,42.7 ,50.0 ,79.3 ,74.1 ,51.5 ,556
2002,Kevin Young,Pirates,.280,525,29.5 ,23.0 ,47.4 ,9.7 ,0.62,9.1 , , , , , , , ,1018
2012,Martin Maldonado,Brewers,.320,256,43.5 ,22.6 ,33.9 ,8.8 ,1.28,14.0 ,30.8 ,63.0 ,47.6 ,53.5 ,89.3 ,78.3 ,52.3 ,6887
2009,Kurt Suzuki,Athletics,.280,614,44.4 ,19.4 ,36.2 ,9.6 ,1.22,8.0 ,30.3 ,62.3 ,47.3 ,77.8 ,93.3 ,88.6 ,53.3 ,8259
2008,Billy Butler,Royals,.294,478,48.8 ,16.5 ,34.6 ,9.7 ,1.41,8.2 ,27.5 ,59.9 ,43.8 ,65.4 ,93.0 ,84.4 ,50.4 ,7399
2002,Tom Wilson,Blue Jays,.330,302,38.6 ,21.2 ,40.2 ,7.9 ,0.96,10.5 , , , , , , , ,1328
2010,Chris Coghlan,Marlins,.336,400,51.3 ,24.0 ,24.7 ,6.0 ,2.07,7.5 ,27.1 ,57.7 ,42.6 ,69.6 ,87.0 ,81.6 ,50.7 ,6878
2003,David Segui,Orioles,.312,252,48.3 ,21.9 ,29.8 ,3.8 ,1.62,9.4 , , , , , , , ,169
2008,Asdrubal Cabrera,Indians,.310,418,45.5 ,20.9 ,33.6 ,11.1 ,1.36,6.7 ,28.1 ,64.1 ,46.1 ,69.3 ,89.0 ,83.0 ,50.0 ,4962
2003,Randall Simon,- - -,.271,431,51.5 ,19.3 ,29.2 ,16.5 ,1.76,14.7 , , , , , , , ,497
2007,Scott Rolen,Cardinals,.287,441,37.6 ,19.5 ,42.9 ,13.6 ,0.88,5.4 ,29.9 ,62.5 ,46.0 ,79.5 ,91.9 ,87.8 ,49.3 ,970
2011,David Murphy,Rangers,.299,440,54.2 ,16.8 ,29.0 ,12.0 ,1.87,11.0 ,27.9 ,57.2 ,42.7 ,75.3 ,92.8 ,87.2 ,50.5 ,6035
2012,Jason Castro,Astros,.309,295,42.5 ,27.5 ,30.0 ,3.3 ,1.42,10.0 ,23.6 ,62.7 ,42.2 ,62.9 ,89.6 ,81.7 ,47.5 ,8722
2003,Joe Crede,White Sox,.271,580,35.1 ,21.7 ,43.2 ,15.9 ,0.81,9.5 , , , , , , , ,227
2011,Jose Tabata,Pirates,.313,382,61.2 ,16.8 ,22.0 ,1.7 ,2.78,6.7 ,21.9 ,59.0 ,41.2 ,61.8 ,92.1 ,84.3 ,51.9 ,2411
2004,Jose Valentin,White Sox,.237,504,29.2 ,14.3 ,56.5 ,14.4 ,0.52,17.2 , , , , , , , ,256
2002,A.J. Hinch,Royals,.271,220,40.4 ,19.3 ,40.4 ,7.7 ,1.00,10.8 , , , , , , , ,606
2008,Jeremy Hermida,Marlins,.310,559,46.1 ,17.7 ,36.2 ,12.2 ,1.27,13.0 ,29.5 ,57.5 ,43.0 ,59.8 ,88.9 ,78.6 ,48.3 ,7208
2008,Jamey Carroll,Indians,.336,402,45.4 ,27.3 ,27.3 ,2.6 ,1.66,1.3 ,20.2 ,51.2 ,37.9 ,76.6 ,93.5 ,89.6 ,57.1 ,1591
2008,Gerald Laird,Rangers,.319,381,38.0 ,21.5 ,40.5 ,8.1 ,0.94,5.4 ,22.8 ,60.6 ,43.8 ,66.4 ,87.6 ,82.7 ,55.5 ,1698
2005,Alex Gonzalez,Devil Rays,.316,383,50.4 ,21.7 ,27.9 ,14.3 ,1.81,11.7 , , , , , , , ,281
2007,Jim Edmonds,Cardinals,.285,411,36.2 ,19.5 ,44.4 ,2.3 ,0.82,9.2 ,25.2 ,65.0 ,45.5 ,67.5 ,84.8 ,80.1 ,51.0 ,1153
2004,Rob Mackowiak,Pirates,.283,555,46.6 ,20.4 ,33.0 ,16.7 ,1.41,13.5 , , , , , , , ,995
2003,Chad Moeller,Diamondbacks,.326,269,45.0 ,30.0 ,25.0 ,15.6 ,1.80,15.6 , , , , , , , ,66
2011,Ty Wigginton,Rockies,.271,446,45.9 ,18.2 ,35.8 ,14.9 ,1.28,13.2 ,24.3 ,66.5 ,45.5 ,49.8 ,86.7 ,76.9 ,50.2 ,1491
2004,Brian Roberts,Orioles,.312,736,39.1 ,21.9 ,39.0 ,8.6 ,1.00,1.9 , , , , , , , ,166
2012,Jerry Hairston,Dodgers,.292,267,36.3 ,25.0 ,38.7 ,15.9 ,0.94,4.9 ,22.8 ,58.5 ,41.4 ,70.8 ,92.7 ,86.9 ,52.0 ,144
2012,Juan Pierre,Phillies,.327,439,55.9 ,24.2 ,19.9 ,7.2 ,2.81,1.4 ,29.9 ,56.8 ,43.9 ,88.3 ,95.6 ,93.2 ,52.0 ,443
2011,Vladimir Guerrero,Orioles,.302,590,49.4 ,18.2 ,32.4 ,13.9 ,1.53,7.9 ,45.2 ,78.9 ,58.7 ,71.0 ,90.7 ,81.6 ,40.2 ,778
2005,Mike Lieberthal,Phillies,.260,443,38.4 ,21.3 ,40.3 ,10.3 ,0.95,8.2 , , , , , , , ,959
2007,Greg Norton,Devil Rays,.313,240,33.1 ,23.6 ,43.2 ,15.6 ,0.77,6.3 ,20.4 ,70.4 ,44.8 ,48.3 ,86.3 ,77.4 ,48.7 ,1388
2006,Mark Grudzielanek,Royals,.327,586,52.2 ,23.2 ,24.6 ,3.4 ,2.12,5.9 , , , , , , , ,653
